2019-06-10-11-27-00-033,223,-160.914,393.285,3128.17,-172.025,214.525,3167.88,-315.232,204.07,3126.12,-365.451,-19.1057,3119.21,-363.948,-295.229,3045.5,-26.0988,202.246,3198.66,10.713,-22.4428,3221.61,43.7118,-294.801,3141.54,-184.438,-8.30964,3211.18,-191.802,-176.47,3208.71,-296.605,-206.654,3208.1,-253.128,-574.092,3176.31,-246.196,-924.4,3300.44,-93.0058,-213.027,3235.66,-108.379,-582.593,3202.55,-121.277,-933.604,3324.19,-364.199,-249.209,3057.78,38.2122,-249.408,3154.88,-167.938,287.899,3153.63,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-00-178,223,-160.821,393.357,3128.16,-172.172,214.467,3167.71,-314.891,204.248,3124.12,-365.442,-18.9885,3118.63,-363.191,-294.107,3046.83,-26.3948,202.339,3198.58,13.3999,-21.7528,3223.26,90.1392,-283.435,3154.94,-184.673,-8.42521,3210.9,-191.966,-176.77,3208.65,-296.42,-206.626,3208.05,-253.004,-574.018,3175.66,-246.299,-925.475,3299.65,-93.4549,-212.937,3235.6,-108.255,-582.457,3201.73,-121.306,-934.333,3324.02,-363.567,-248.254,3058.8,77.3681,-239.816,3166.33,-168.057,287.845,3153.49,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-00-319,223,-160.726,393.464,3128.16,-172.569,214.48,3167.55,-314.812,204.472,3123.26,-366.159,-20.9675,3118.08,-363.013,-297.091,3047.96,-26.6928,202.419,3198.5,45.2371,-13.9718,3222.76,190.829,-240.824,3162.87,-185.872,-8.01308,3210.6,-193.787,-176.652,3208.6,-297.583,-206.747,3207.95,-252.804,-573.91,3174.85,-246.411,-926.432,3298.54,-95.7581,-212.551,3235.23,-107.862,-582.133,3201.04,-121.37,-934.858,3323.57,-363.537,-251.071,3059.65,166.586,-203.005,3172.85,-168.182,287.846,3153.35,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-00-459,223,-160.649,393.586,3128.16,-173.294,214.542,3167.37,-314.916,204.722,3123.02,-367.601,-24.748,3117.51,-363.616,-302.611,3050.02,-26.9282,202.559,3198.41,96.0394,9.19001,3219.58,314.163,-141.296,3163.4,-188.338,-6.72428,3210.27,-197.899,-175.805,3208.54,-300.36,-207.069,3207.83,-252.722,-573.811,3174.14,-246.5,-927.091,3297.69,-100.818,-211.783,3234.61,-106.985,-581.538,3201.03,-121.551,-935.129,3322.97,-364.28,-256.301,3061.27,277.816,-116.21,3172.76,-168.306,287.865,3153.15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-00-600,223,-160.585,393.792,3128.2,-174.153,214.655,3166.99,-315.254,204.922,3123.05,-369.263,-27.5758,3117.55,-364.793,-307.966,3053.97,-26.6896,203.342,3198.12,153.536,62.4348,3207.06,417.816,7.58247,3162.92,-191.283,-4.55314,3210.13,-202.089,-174.308,3208.51,-303.111,-207.028,3207.83,-252.913,-573.403,3173.86,-246.547,-927.019,3297.75,-106.279,-211.314,3234.3,-106.097,-581.142,3201.02,-121.793,-935.413,3322.17,-365.538,-261.235,3064.57,373.776,16.7517,3170.27,-168.426,287.883,3152.58,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-00-742,223,-160.566,394.063,3128.34,-174.81,214.78,3166.48,-315.848,205.061,3123.14,-371.412,-29.5218,3117.88,-366.309,-310.275,3059.97,-22.4831,208.957,3194.03,198.041,143.643,3186.63,470.593,188.061,3165.28,-193.478,-2.04023,3210.08,-205.028,-172.518,3208.47,-304.908,-206.087,3207.88,-253.477,-572.277,3173.7,-246.622,-925.99,3298.12,-110.715,-211.342,3234.4,-105.323,-581.128,3200.87,-122.055,-935.878,3321.34,-367.159,-263.482,3069.62,425.152,180.715,3168.83,-168.51,287.904,3151.77,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-00-883,223,-161.342,395.586,3128.57,-175.21,215.928,3165.17,-317.515,208.48,3123.29,-373.971,-27.618,3118.03,-368.405,-309.4,3060.7,-17.035,218.433,3186.66,211.415,248.415,3167.52,458.202,384.687,3142.48,-194.749,0.989155,3209.69,-206.672,-170.15,3208.46,-305.908,-205.009,3207.95,-254.069,-571.088,3173.18,-246.749,-925.11,3297.21,-113.485,-211.305,3234.47,-104.822,-581.03,3200.69,-122.206,-936.243,3320.22,-369.333,-262.436,3070.25,417.062,361.957,3146.66,-168.572,288.939,3150.05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-01-022,223,-161.988,399.236,3128.93,-175.386,219.079,3162.95,-318.662,213.492,3123.24,-377.644,-23.8102,3118.17,-370.544,-307.456,3062.76,-11.2334,233.727,3178.04,199.657,339.083,3138.28,386.433,550.92,3093.91,-195.294,5.13496,3208.98,-207.377,-166.536,3208.46,-305.966,-204.155,3208.06,-254.612,-570.247,3172.73,-246.922,-924.975,3295.04,-114.976,-210.551,3234.17,-104.564,-580.242,3200.38,-122.259,-935.922,3318.85,-371.728,-260.182,3072,355.341,515.542,3101.31,-168.606,291.958,3147.27,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-01-166,223,-162.247,404.057,3128.9,-175.465,223.494,3160.1,-317.92,216.746,3123.25,-379.24,-21.0013,3118.45,-372.342,-305.785,3065.03,-7.27153,248.108,3167.91,151.895,416.713,3101.33,275.962,674.28,3047.86,-195.567,10.0291,3208.46,-207.672,-162.025,3208.47,-305.254,-202.107,3208.21,-255.167,-568.186,3171.04,-247.205,-923.074,3293.44,-116.123,-208.301,3233.55,-104.421,-577.976,3200.01,-122.195,-934.115,3317.66,-373.492,-258.321,3073.94,255.315,631.311,3056.77,-168.621,296.193,3143.64,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-01-305,223,-157.355,407.982,3127.37,-175.484,227.862,3157.28,-315.653,217.972,3123.04,-380.132,-19.63,3118.45,-372.081,-305.32,3065.27,-3.65175,289.482,3140.43,81.4024,499.551,3054.83,121.183,780.519,2992.39,-195.657,15.0114,3209.57,-208.26,-157.158,3208.33,-304.602,-192.193,3208.2,-256.781,-558.531,3170.62,-247.686,-914.843,3289.97,-118.033,-200.639,3232.31,-104.379,-570.34,3199.88,-122.066,-927.615,3315.35,-373.423,-257.704,3074.13,114.58,733.678,3002.79,-168.626,300.246,3139.51,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-01-444,223,-149.685,409.286,3123.06,-175.438,231.756,3154.54,-313.833,217.353,3122.42,-382.611,-19.5303,3118.29,-369.977,-303.73,3067.19,-0.858812,306.148,3126.43,2.33329,526.17,3022.74,-28.0572,804.279,2944.66,-195.593,19.6463,3214.52,-208.897,-152.509,3206.5,-303.138,-173.447,3207.75,-259.623,-540.562,3171.45,-248.396,-899.857,3284.68,-116.797,-180.148,3230.31,-105.055,-550.182,3199.68,-121.253,-910.324,3309.61,-372.082,-256.363,3075.71,-22.9637,757.938,2957.68,-168.626,303.465,3134.28,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-01-585,223,-147.482,409.683,3114.92,-175.019,233.605,3152.36,-312.604,218.004,3122.09,-383.134,-18.7624,3118.69,-367.612,-300.624,3070.05,-9.60699,274.636,3144.05,-62.5741,472.256,3007.28,-144.785,729.936,2906.17,-194.177,20.739,3220.32,-209.53,-150.306,3200.87,-296.978,-163.79,3206.62,-260.817,-531.612,3172.43,-248.964,-891.138,3281.79,-116.666,-165.507,3224.64,-105.434,-535.609,3198.1,-120.575,-895.751,3305.02,-370.199,-253.647,3078.16,-131.062,687.023,2923.02,-168.625,304.635,3129.72,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-01-733,223,-153.717,407.696,3105.13,-174.581,232.111,3150.06,-308.998,212.076,3121.88,-383.053,-23.9006,3121.66,-363.743,-302.07,3069.17,-25.1303,236.049,3153.52,-116.05,392.205,2984.62,-256.89,616.281,2879.36,-192.524,19.215,3222.28,-208.517,-151.06,3195.7,-292.985,-163.673,3204.81,-261.105,-530.854,3172.75,-249.833,-890.754,3281.77,-115.571,-163.77,3215.75,-105.68,-533.015,3195.37,-120.391,-892.868,3304.1,-366.962,-255.709,3077.92,-233.434,578.957,2896.91,-168.624,302.771,3126.1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-01-871,223,-162.072,406.891,3105.05,-174.177,229.694,3146.62,-307.198,209.035,3124.36,-377.829,-28.2057,3124.81,-360.14,-303.391,3068.88,-34.65,214.643,3159.14,-163.5,312.312,2973.18,-364.805,475.271,2871.61,-190.925,16.0529,3217.71,-206.103,-154.548,3192.49,-294.798,-166.184,3202.55,-261.021,-532.004,3173.12,-250.207,-892.708,3282.56,-112.971,-168.933,3217.88,-105.805,-536.563,3193.28,-120.487,-896.35,3305.18,-363.088,-257.527,3078.2,-331.297,448.103,2888.54,-168.624,300.526,3123.04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-02-012,223,-167.975,407.808,3113.8,-173.716,227.956,3140.99,-307.066,209.803,3119.65,-364.33,-30.7527,3126.13,-361.125,-303.91,3068.88,-38.9559,205.778,3158.51,-191.535,235.53,2967.73,-438.099,313.746,2881.69,-189.061,12.5918,3206.02,-203.154,-158.874,3191.29,-299.134,-174.767,3201.5,-260.047,-539.806,3172.97,-250.133,-900.7,3285.14,-110.185,-185.865,3218.25,-105.812,-553.109,3191.41,-121.118,-911.498,3310.53,-361.659,-258.384,3078.42,-397.055,300.649,2896.03,-168.624,299.426,3119.41,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-02-150,223,-169.173,406.589,3127.54,-173.299,226.802,3135.21,-307.161,211.768,3117.24,-364.039,-30.3581,3119.71,-361.461,-303.568,3070.34,-39.493,204.321,3153.11,-188.582,153.9,2964.87,-453.94,148.575,2899.17,-187.365,9.75516,3193.18,-200.213,-162.148,3190.72,-301.11,-192.925,3201.74,-257.762,-557.75,3173.25,-249.893,-917.973,3290.49,-107.206,-206.255,3219.62,-106.01,-573.528,3189.46,-121.973,-929.675,3317.57,-361.89,-258.033,3078.57,-409.734,149.385,2910.12,-168.624,298.946,3115.94,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-02-289,223,-166.522,403.973,3140.25,-173.013,226.11,3130.95,-306.886,214.06,3119.91,-364.133,-28.5871,3118.86,-361.095,-285.175,3025.87,-38.0109,204.93,3137.16,-159.078,76.9668,2967.5,-415.008,-6.87517,2908.72,-186.197,7.90868,3183.29,-198.079,-163.971,3189.91,-302.416,-207.387,3202.02,-255.938,-572.428,3175.37,-249.715,-931.124,3293.45,-102.715,-215.537,3221.86,-106.716,-582.933,3188.35,-122.231,-936.698,3319.66,-361.594,-242.426,3041.37,-372.351,7.07284,2918.52,-168.625,298.753,3113.53,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-02-427,223,-162.979,401.789,3147.73,-172.893,225.667,3128.19,-306.288,216.473,3126.84,-364.525,-25.913,3119.27,-361.499,-287.072,3038.31,-38.6937,204.752,3112.76,-94.2204,8.55575,2988.78,-309.315,-145.558,2915.1,-185.797,5.03072,3176.65,-197.031,-166.482,3189.26,-302.781,-213.651,3202.13,-255.365,-579.289,3179,-249.651,-937.187,3292.73,-100.05,-220.362,3220.71,-107.191,-588.307,3188.51,-122.389,-939.899,3319.8,-361.999,-243.555,3051.8,-273.494,-119.83,2927.38,-168.626,298.654,3112.16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-02-564,223,-161.795,401.251,3146.77,-173.287,224.689,3127.15,-307.385,217.898,3128.6,-364.786,-25.0125,3118.23,-362.176,-292.802,3070.22,-41.7365,200.639,3103.03,-36.6948,-32.9843,3043.53,-129.515,-256.248,2964.16,-185.887,3.02116,3174.66,-196.659,-168.377,3189.1,-302.237,-216.644,3202.06,-255.777,-582.938,3180.75,-249.503,-940.573,3293.4,-98.6905,-222.865,3216.72,-107.554,-591.574,3189.63,-122.722,-942.642,3320.7,-362.604,-248.177,3078.22,-114.075,-219.004,2977.39,-169.134,297.773,3111.49,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-02-703,223,-162.982,402.269,3134.86,-174.229,223.208,3127.11,-309.936,218.238,3121.34,-365.245,-26.811,3116.33,-363.747,-298.328,3083.04,-42.5966,199.4,3113.77,23.6089,-39.0965,3115.46,80.2165,-269.535,3059.6,-186.614,2.25912,3175.42,-196.829,-169.616,3189.25,-301.686,-217.224,3201.91,-256.25,-583.972,3180.43,-249.423,-941.336,3294.63,-99.1532,-223.114,3216.66,-107.665,-592.198,3189.77,-123.158,-943.246,3321.47,-363.993,-253.078,3088.58,70.902,-231.079,3068.91,-170.136,296.23,3111.15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-02-841,223,-165.621,401.786,3115.91,-175.7,221.283,3127.51,-312.918,218.105,3107.28,-366.356,-27.7065,3109.69,-366.365,-300.106,3077.42,-43.0616,201.506,3134.01,90.0229,-10.3831,3158.78,258.832,-202.357,3135.86,-188.665,2.26171,3177.38,-197.935,-170.839,3189.55,-302.006,-216.797,3200.91,-256.783,-583.757,3178.29,-249.85,-941.061,3294.36,-100.81,-222.508,3217.52,-107.664,-591.822,3189.78,-123.613,-943.562,3321.02,-366.363,-254.707,3082.8,230.822,-170.261,3139.68,-171.386,294.145,3110.91,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-02-981,223,-168.462,399.624,3099.74,-177.386,219.414,3128.02,-315.47,216.935,3095.55,-368.525,-26.7976,3096.32,-370.485,-298.965,3061.99,-41.5769,207.928,3152.14,150.593,54.5834,3181.66,394.438,-43.6858,3165.35,-191.411,2.67214,3179.66,-199.475,-172.194,3189.86,-302.956,-215.855,3198.25,-257.289,-582.857,3174.13,-250.778,-939.69,3293.41,-102.675,-221.743,3217.58,-107.699,-591.297,3190.01,-124.14,-943.825,3320.65,-370.157,-253.603,3067.71,353.815,-27.2596,3168.06,-172.681,292.079,3110.7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-03-120,223,-171.397,397.756,3090.46,-178.683,218.137,3128.45,-317.693,215.501,3089.53,-372.991,-24.7896,3085.51,-374.309,-295.919,3041.33,-36.3423,218.03,3160.22,193.408,149.283,3189.2,459.61,164.077,3167.02,-193.328,3.23124,3181.51,-200.935,-173.498,3190.12,-303.938,-214.734,3192.99,-257.763,-581.817,3168.77,-251.819,-936.861,3294.03,-104.441,-221.068,3217.06,-107.907,-590.867,3190.55,-124.344,-943.874,3320.64,-374.089,-250.729,3048.69,415.216,161.58,3170.72,-173.74,290.644,3110.55,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2019-06-10-11-27-03-259,223,-173.163,396.936,3087.79,-179.434,217.426,3128.73,-319.492,214.177,3087.83,-379.068,-24.76,3078.2,-374.203,-295.457,3030.13,-31.3689,226.175,3162.6,204.751,255.62,3187.63,444.837,371.677,3142.08,-194.303,3.5587,3182.62,-201.922,-174.534,3190.32,-304.055,-213.303,3186.67,-258.41,-580.489,3161.31,-252.864,-932.745,3294.35,-106.055,-220.483,3216.2,-107.85,-590.495,3190.95,-124.452,-943.939,3320.04,-375.014,-250.34,3038.14,404.828,352.232,3149.67,-174.4,289.841,3110.48,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
